"Order Number ","Reason"," Cancelled By ","Note"," Subtotal Price"," Shipping Cost"," Total Price ","Cancelled Date","Order Date",""
"Lvs25395","INVENTORY","Nermin ","ملغي مش عايزة بدايل","632","50","682","2024-09-30 14:17:17","2024-09-30 12:36:52",""
"Lvs25359","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","1024","50","1074","2024-09-30 14:10:03","2024-09-30 10:21:06",""
"Lvs25052","BROUGHT_FROM_STORE","Nermin ","هتشتري من الفرع","2480","50","2530","2024-09-30 13:42:02","2024-09-28 10:08:26",""
"Lvs25088","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","632","50","682","2024-09-30 12:50:13","2024-09-28 10:08:26",""
"Lvs25213","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","192","50","242","2024-09-30 12:38:11","2024-09-29 10:10:29",""
"Lvs25320","CUSTOMER_REQUEST","Noor","نواقص القطع غير متاحة","240","70","310","2024-09-30 12:23:21","2024-09-30 10:21:06",""
"Lvs25308","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","96","50","146","2024-09-30 12:17:25","2024-09-30 10:21:01",""
"Lvs25371","INVENTORY","Randa","طلب العميلة بالالغاء","210","50","260","2024-09-30 12:02:54","2024-09-30 10:21:08",""
"Lvs25370","INVENTORY","Randa","طلب العميلة بالالغاء","450","50","500","2024-09-30 12:00:30","2024-09-30 10:21:08",""
"Lvs25325","INVENTORY","Randa","طلب العميلة بالالغاء","280","50","330","2024-09-30 11:48:49","2024-09-30 10:21:06",""
"Lvs25208","INVENTORY","Nermin ","ملغي نواقص كانت عايزة نفس اللون الي في الاوردر","675","50","725","2024-09-30 11:48:15","2024-09-29 10:10:29",""
"Lvs25360","CUSTOMER_REQUEST","Noor","نواقص القطع غير متاحة","240","50","290","2024-09-30 11:45:24","2024-09-30 10:21:06",""
"Lvs25123","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","1000","70","1070","2024-09-30 11:32:54","2024-09-28 16:29:50",""
"Lvs25148","INVENTORY","Nermin ","ملغي كانت عايزة نفس الطرحة","370","70","440","2024-09-30 11:28:02","2024-09-28 18:47:23",""
"Lvs25286","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","820","50","870","2024-09-30 11:25:58","2024-09-29 18:13:50",""
"Lvs24945","OTHER","Nermin ","ملغي عملنا واحد تاني","420","50","470","2024-09-30 10:34:48","2024-09-27 15:23:55",""
"Lvs25132","INVENTORY","Nermin ","ملغي مش عايزة تختار موديل تاني","632","75","707","2024-09-30 09:46:53","2024-09-28 17:29:31",""
"Lvs25202","INVENTORY","Nermin ","ملغي مش عايزة بدايل","632","80","712","2024-09-30 09:18:00","2024-09-29 10:10:29",""
"Lvs25263","INVENTORY","Nermin ","ملغي نواقص القطعة مش موجودة","632","80","712","2024-09-30 09:15:32","2024-09-29 13:38:54",""
"Lvs25260","INVENTORY","Nermin ","ملغي مش عايزة بدايل","410","50","460","2024-09-30 08:57:38","2024-09-29 13:29:59",""
"Lvs25149","REPEATED_ORDER","Nermin ","ملغي مكرر","405","70","475","2024-09-30 08:32:19","2024-09-28 18:47:23",""
"Lvs25142","INVENTORY","Nermin ","ملغي نواقص","632","50","682","2024-09-30 08:31:21","2024-09-28 17:29:31",""
"Lvs25143","INVENTORY","Nermin ","ملغي نواقص عايزة نفس اللالوان والموديل الي في الاوردر","1264","50","1314","2024-09-30 08:29:12","2024-09-28 17:29:31",""
"Lvs25151","INVENTORY","Nermin ","ملغي عايزة تلغي الاوردر كله","1084","50","1134","2024-09-30 08:23:21","2024-09-28 18:47:23",""
"Lvs25279","FAKE_ORDER","Fatma","ملغي","1512","0","1512","2024-09-30 07:33:38","2024-09-29 15:59:43",""
"Lvs25280","FAKE_ORDER","Fatma","ملغي","120","0","120","2024-09-30 07:33:29","2024-09-29 15:59:43",""
"Lvs25122","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","1160","50","1210","2024-09-29 14:00:12","2024-09-28 16:29:49",""
"Lvs24972","INVENTORY","Nermin ","ملغي نواقص لما يتوفر الاسود هتطلب","675","50","725","2024-09-29 13:59:04","2024-09-27 15:23:55",""
"Lvs24918","BROUGHT_FROM_STORE","Nermin ","ملغي نواقص هتشتري من فرع مول مصر","620","50","670","2024-09-29 13:45:03","2024-09-27 15:23:48",""
"Lvs25116","INVENTORY","Nermin ","ملغي برغبة العميلة","355","50","405","2024-09-29 12:47:30","2024-09-28 16:29:49",""
"Lvs25100","INVENTORY","Nermin ","ملغي نواقص عايزة نفس الموديل الي في الاوردر","960","50","1010","2024-09-29 12:43:02","2024-09-28 14:18:22",""
"Lvs25100","INVENTORY","Nermin ","ملغي نواقص عايزة نفس الموديل الي في الاوردر","960","50","1010","2024-09-29 12:43:02","2024-09-28 14:18:22",""
"Lvs25100","INVENTORY","Nermin ","ملغي نواقص عايزة نفس الموديل الي في الاوردر","960","50","1010","2024-09-29 12:43:01","2024-09-28 14:18:22",""
"Lvs24999","INVENTORY","Nermin ","ملغي عايزة نفس اللون","310","80","390","2024-09-29 12:40:42","2024-09-27 18:22:10",""
"Lvs24886","CUSTOMER_REQUEST","Noor","نواقص ملغى لعدم رد العميلة","120","70","190","2024-09-29 12:39:39","2024-09-27 15:23:41",""
"Lvs25133","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","900","50","950","2024-09-29 12:29:18","2024-09-28 17:29:31",""
"Lvs25185","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","632","50","682","2024-09-29 12:05:51","2024-09-28 23:52:19",""
"Lvs25004","INVENTORY","Nermin ","ملغي نواقص مش عايزة البديل","960","70","1030","2024-09-29 11:56:18","2024-09-27 18:22:10",""
"Lvs25101","INVENTORY","Nermin ","ملغي نواقص عايزة نفس الي في الاوردر","350","50","400","2024-09-29 11:18:27","2024-09-28 14:18:22",""
"Lvs24927","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","360","50","410","2024-09-29 11:17:29","2024-09-27 15:23:48",""
"Lvs25018","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","500","50","550","2024-09-29 09:40:59","2024-09-28 10:08:20",""
"Lvs24914","CUSTOMER_REQUEST","Nermin ","ملغي نواقص برغبة العميلة","1763","80","1843","2024-09-29 09:38:24","2024-09-27 15:23:48",""
"Lvs24943","CUSTOMER_REQUEST","Noor","نواقص محتاجه الاوردر كامل","630","50","680","2024-09-29 09:31:38","2024-09-27 15:23:55",""
"Lvs24985","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","631","70","701","2024-09-29 09:26:35","2024-09-27 16:10:10",""
"Lvs25075","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","240","70","310","2024-09-29 09:16:52","2024-09-28 10:08:26",""
"Lvs25036","INVENTORY","Nermin ","ملغي نواقص مش عايزة اي بدايل","690","50","740","2024-09-29 09:06:00","2024-09-28 10:08:20",""
"Lvs25006","INVENTORY","Nermin ","ملغي نواقص لما القطعة تتوفر هتعمل اوردر جديد","1854","50","1904","2024-09-29 08:44:13","2024-09-27 18:22:10",""
"Lvs25045","INVENTORY","Nermin ","ملغي نواقص عايزة نفس اللون الي في الاوردر","224","50","274","2024-09-29 08:36:25","2024-09-28 10:08:26",""
"Lvs24850","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","240","80","320","2024-09-29 08:28:12","2024-09-26 16:13:38",""
"Lvs24970","INVENTORY","Nermin ","ملغي  عيزة نفس اللون","940","80","1020","2024-09-29 07:53:07","2024-09-27 15:23:55",""
"Lvs25064","INVENTORY","Nermin ","ملغي نواقص هتعمل اوردر تاني لما يكونوا متاحيين","1232","75","1307","2024-09-29 07:42:54","2024-09-28 10:08:26",""
"Lvs24958","INVENTORY","Nermin ","ملغي نواقص لاغت الاوردر كله","707","50","757","2024-09-29 07:30:36","2024-09-27 15:23:55",""
"Lvs24878","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة عملت اوردر تاني","2700","50","2750","2024-09-29 07:10:13","2024-09-27 15:23:41",""
"Lvs24876","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","400","50","450","2024-09-29 06:41:40","2024-09-27 15:23:41",""
"Lvs24791","CUSTOMER_REQUEST","Noor","نواقص العميلة طلبت الالغاء مش محتاجة الاوردر دلوقتى","3575","70","3645","2024-09-28 14:08:00","2024-09-26 10:08:37",""
"Lvs25071","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","1230","80","1310","2024-09-28 13:24:57","2024-09-28 10:08:26",""
"Lvs24803","CUSTOMER_REQUEST","Noor","نواقص الاوردر غير متاح","130","50","180","2024-09-28 12:35:25","2024-09-26 10:08:37",""
"Lvs24925","CUSTOMER_REQUEST","Zinab","ملغي","1210","50","1260","2024-09-28 11:30:11","2024-09-27 15:23:48",""
"Lvs24969","CUSTOMER_REQUEST","Noor","نواقص محتاجة الاوردر كامل","289","50","339","2024-09-28 11:26:56","2024-09-27 15:23:55",""
"Lvs25091","CUSTOMER_REQUEST","Noor","نواقص هتشترى من فرع المعادى","540","50","590","2024-09-28 11:22:43","2024-09-28 10:56:09",""
"Lvs24905","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","570","50","620","2024-09-28 11:05:34","2024-09-27 15:23:48",""
"Lvs25016","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","632","50","682","2024-09-28 10:59:43","2024-09-28 10:08:20",""
"Lvs25068","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","632","80","712","2024-09-28 10:56:47","2024-09-28 10:08:26",""
"Lvs24785","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","300","50","350","2024-09-28 10:40:35","2024-09-26 10:08:37",""
"Lvs24910","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1690","50","1740","2024-09-28 09:16:55","2024-09-27 15:23:48",""
"Lvs24667","CUSTOMER_REQUEST","Noor","نواقص اشترت من فرع جاليريا مول","6617","50","6667","2024-09-28 09:02:37","2024-09-25 10:17:13",""
"Lvs25072","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","1870","80","1950","2024-09-28 08:59:19","2024-09-28 10:08:26",""
"Lvs24952","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","1920","50","1970","2024-09-28 08:56:53","2024-09-27 15:23:55",""
"Lvs24792","CUSTOMER_REQUEST","Noor","نواقص هتشترى من الفرع","910","50","960","2024-09-28 08:51:49","2024-09-26 10:08:37",""
"Lvs24793","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","270","50","320","2024-09-28 08:48:51","2024-09-26 10:08:37",""
"Lvs24768","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","450","50","500","2024-09-28 08:39:49","2024-09-26 10:08:33",""
"Lvs24779","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","250","80","330","2024-09-28 08:29:57","2024-09-26 10:08:33",""
"Lvs24940","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","400","50","450","2024-09-28 07:29:43","2024-09-27 15:23:55",""
"Lvs24822","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","891","50","941","2024-09-28 06:57:15","2024-09-26 12:53:30",""
"Lvs24524","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","700","70","770","2024-09-28 06:55:05","2024-09-24 10:09:32",""
"Lvs24760","INVENTORY","Nermin ","ملغي مش عايزة بدايل","632","70","702","2024-09-26 14:34:31","2024-09-25 18:46:07",""
"Lvs24836","INVENTORY","Nermin ","ملغي نواقص عايزة نفس اللون","220","50","270","2024-09-26 14:21:12","2024-09-26 14:26:01",""
"Lvs24699","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","300","50","350","2024-09-26 14:08:50","2024-09-25 10:17:18",""
"Lvs24833","INVENTORY","Nermin ","ملغي نواقص عايزة نفس اللون","450","50","500","2024-09-26 13:46:40","2024-09-26 14:26:01",""
"Lvs24756","INVENTORY","Nermin ","ملغي نواقص عايزة نفس اللون الي في الاوردر","600","50","650","2024-09-26 13:29:50","2024-09-26 14:25:35",""
"Lvs24832","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","632","80","712","2024-09-26 12:53:24","2024-09-26 14:26:01",""
"Lvs24832","CUSTOMER_REQUEST","Fatma","برغبه  العميله  ملغي","632","80","712","2024-09-26 12:53:23","2024-09-26 14:26:01",""
"Lvs24747","INVENTORY","Nermin ","ملغي نواقص مش عايزة اي بدايل","480","80","560","2024-09-26 08:37:52","2024-09-25 18:46:07",""
"Lvs24677","INVENTORY","Nermin ","ملغي نواقص عايزة نفس الشكل","960","50","1010","2024-09-25 14:53:53","2024-09-25 10:17:18",""
"Lvs24746","CUSTOMER_REQUEST","Fatma","ملغي  برعبه  العميله","450","50","500","2024-09-25 14:38:03","2024-09-25 16:25:48",""
"Lvs24407","INVENTORY","Nermin ","ملغي","1250","50","1300","2024-09-25 12:56:28","2024-09-23 14:24:50",""
"Lvs24697","CUSTOMER_REQUEST","Nermin ","ملغي برعبتها","764","170","934","2024-09-25 12:26:03","2024-09-25 10:17:18",""
"Lvs24728","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","1200","70","1270","2024-09-25 12:09:28","2024-09-25 13:41:16",""
"Lvs24638","INVENTORY","Nermin ","ملغي نواقص عايزة نفس اللون الي في الاوردر","632","50","682","2024-09-25 11:49:48","2024-09-24 17:11:53",""
"Lvs24563","CUSTOMER_REQUEST","Nermin ","ملغي برغيتها ومش عايزة بدايل","1290","50","1340","2024-09-25 11:38:00","2024-09-24 10:09:37",""
"Lvs24723","BROUGHT_FROM_STORE","Randa","طلب العميلة بالالغاء","440","50","490","2024-09-25 11:19:32","2024-09-25 13:41:16",""
"Lvs24590","BROUGHT_FROM_STORE","Nermin ","ملغي هشتري من الفرع","1480","50","1530","2024-09-25 11:07:15","2024-09-25 13:06:58",""
"Lvs24554","OTHER","Nermin ","ملغي لعدم وجود رد","320","50","370","2024-09-25 10:22:34","2024-09-24 10:09:37",""
"Lvs24550","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","700","50","750","2024-09-25 09:30:54","2024-09-24 10:09:37",""
"Lvs24354","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","1980","50","2030","2024-09-25 09:25:05","2024-09-23 10:08:31",""
"Lvs24645","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","140","50","190","2024-09-25 08:32:36","2024-09-25 10:17:13",""
"Lvs24632","OTHER","Randa","طلب العميلة بالالغاء","325","50","375","2024-09-25 08:15:30","2024-09-24 17:11:53",""
"Lvs24514","INVENTORY","Nermin ","ملغي نواقص مش مناسب معاها المقاس التاني","840","50","890","2024-09-25 07:53:36","2024-09-24 10:09:32",""
"Lvs24537","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","960","50","1010","2024-09-25 07:41:25","2024-09-24 10:09:37",""
"Lvs24569","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","456","50","506","2024-09-25 07:21:40","2024-09-24 10:09:37",""
"Lvs24525","CUSTOMER_REQUEST","Nermin ","ملغي نواقص مش عايزة بديل","360","50","410","2024-09-25 07:15:27","2024-09-24 10:09:32",""
"Lvs24617","INVENTORY","Nermin ","ملغي مش عايزة البديل","632","40","672","2024-09-24 14:47:58","2024-09-24 14:16:13",""
"Lvs24559","INVENTORY","Nermin ","ملغي نواقص كانت عايزة نفس الالوان","960","50","1010","2024-09-24 14:41:05","2024-09-24 10:09:37",""
"Lvs24546","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","95","50","145","2024-09-24 14:10:20","2024-09-24 16:46:50",""
"Lvs24597","INVENTORY","Nermin ","ملغي مش عايزة اي شكل تاني","195","40","235","2024-09-24 13:50:07","2024-09-24 11:59:04",""
"Lvs24607","OTHER","Mostafa","0","95","80","175","2024-09-24 12:28:35","2024-09-24 13:17:28",""
"Lvs24564","INVENTORY","Nermin ","ملغي عايزة نفس اللون الي في الاوردر","632","70","702","2024-09-24 10:58:04","2024-09-24 10:09:37",""
"Lvs24492","INVENTORY","Nermin ","ملغي نواقص عايزة نفس الشكل الي في الاوردر","632","80","712","2024-09-24 09:55:13","2024-09-23 16:47:27",""
"Lvs24353","INVENTORY","Randa","طلب العميلة بالالغاء","280","50","330","2024-09-24 09:12:37","2024-09-22 18:23:09",""
"Lvs24527","INVENTORY","Nermin ","ملغي نواقص مش هتشحن بالاوف وايت فقط ومش محتاجة تزود حاجة تانية","200","70","270","2024-09-24 08:56:36","2024-09-24 10:09:32",""
"Lvs24389","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من فرع زايد","330","40","370","2024-09-24 08:40:43","2024-09-23 10:08:31",""
"Lvs24549","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","65","80","145","2024-09-24 07:24:36","2024-09-24 10:09:37",""
"Lvs24517","ORDER_CONFIRMED_BY_MISTAKE","Samar","العميله طلبت الغاء الاوردر","540","50","590","2024-09-24 07:21:33","2024-09-24 10:09:32",""
"Lvs24465","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","135","50","185","2024-09-24 07:14:42","2024-09-23 13:40:43",""
"Lvs24318","INVENTORY","Nermin ","ملغي نواقص ومش عايزة بدايل","1264","50","1314","2024-09-24 07:11:19","2024-09-22 16:53:11",""
"Lvs24258","INVENTORY","Nermin ","ملغي نواقص","880","50","930","2024-09-23 14:32:34","2024-09-22 10:11:26",""
"Lvs24351","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","1260","50","1310","2024-09-23 14:29:56","2024-09-22 18:19:10",""
"Lvs24358","BROUGHT_FROM_STORE","Nermin ","ملغي هتشتري من الفرع","768","80","848","2024-09-23 14:29:50","2024-09-23 10:08:31",""
"Lvs24464","INVENTORY","Randa","طلب العميلة بالالغاء","960","50","1010","2024-09-23 14:05:40","2024-09-23 13:40:43",""
"Lvs24461","INVENTORY","Randa","طلب العميلة بالالغاء","632","50","682","2024-09-23 14:02:36","2024-09-23 13:11:11",""
"Lvs24388","INVENTORY","Nermin ","ملغي نواقص هتشتري من الفرع","350","80","430","2024-09-23 13:48:47","2024-09-23 10:08:31",""
"Lvs24280","INVENTORY","Nermin ","ملغي هتعمل اوردر لما يتوفر","740","50","790","2024-09-23 13:35:39","2024-09-22 10:11:29",""
"Lvs24470","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","960","50","1010","2024-09-23 12:52:04","2024-09-23 14:05:00",""
"Lvs24247","CUSTOMER_REQUEST","Noor","نواقص لعدم رد العميلة موبايل و ميل و مفيش واتساب","450","50","500","2024-09-23 12:21:16","2024-09-21 21:42:42",""
"Lvs24468","INVENTORY","Nermin ","ملبغي هتعمل اوردر استرجاع","960","85","1045","2024-09-23 12:12:52","2024-09-23 14:01:19",""
"Lvs24385","INVENTORY","Nermin ","ملغي نواقص لما تتوفر هتعمل اوردر جديد","270","80","350","2024-09-23 11:53:44","2024-09-23 10:08:31",""
"Lvs24321","CUSTOMER_REQUEST","Fatma","ملغي  هتعمل اوردر استبدال تاني","60","0","60","2024-09-23 11:08:11","2024-09-22 16:53:11",""
"Lvs24396","INVENTORY","Nermin ","ملغي نواقص عايزة نفس اللون","632","40","672","2024-09-23 10:14:57","2024-09-23 10:08:36",""
"Lvs24451","FAKE_ORDER","Le Voile","fake order","150","50","200","2024-09-23 10:10:32","2024-09-23 11:52:34",""
"Lvs24202","INVENTORY","Nermin ","ملغي هتستني لما الاوردر كله يتوفر","775","50","825","2024-09-23 09:38:51","2024-09-21 15:23:30",""
"Lvs24317","ORDER_CONFIRMED_BY_MISTAKE","Samar","العميله طلبت الالغاء","770","80","850","2024-09-23 09:18:35","2024-09-22 16:53:11",""
"Lvs24340","INVENTORY","Nermin ","ملغي عايزة نفس اللون","750","70","820","2024-09-23 09:03:01","2024-09-22 16:53:14",""
"Lvs24370","INVENTORY","Nermin ","ملغي عايزة نفس اللون","228","50","278","2024-09-23 08:52:49","2024-09-23 10:08:31",""
"Lvs24266","INVENTORY","Nermin ","ملغي عايزة نفس اللون","632","40","672","2024-09-23 08:04:01","2024-09-22 10:11:26",""
"Lvs24260","INVENTORY","Nermin ","ملغي عايزة نفس اللون","632","50","682","2024-09-23 07:59:22","2024-09-22 10:11:26",""
"Lvs24267","INVENTORY","Nermin ","ملغي مش هتشحن بالطرحة فقط","387","70","457","2024-09-23 07:40:44","2024-09-22 10:11:26",""
"Lvs24255","INVENTORY","Nermin ","ملغي نواقص عايزة نفس الشكل الي في الاوردر","600","50","650","2024-09-23 07:35:26","2024-09-22 10:11:26",""
"Lvs24251","INVENTORY","Nermin ","ملغي نواقص مش عايزة البديل","870","80","950","2024-09-23 07:32:10","2024-09-22 10:11:26",""
"Lvs24217","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","1280","50","1330","2024-09-23 07:12:11","2024-09-21 16:57:26",""
"Lvs24283","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","632","80","712","2024-09-23 07:09:24","2024-09-22 10:11:29",""
"Lvs24295","BROUGHT_FROM_STORE","Nermin ","ملغي نواقص هتشتري من الفرع","632","50","682","2024-09-22 13:37:31","2024-09-22 10:11:29",""
"Lvs24221","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","264","80","344","2024-09-22 12:45:21","2024-09-21 16:57:26",""
"Lvs24062","INVENTORY","Nermin ","ملغي لعدم وجود رد","260","50","310","2024-09-22 12:09:55","2024-09-20 19:17:17",""
"Lvs24211","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","280","50","330","2024-09-22 11:53:59","2024-09-21 15:23:30",""
"Lvs24098","INVENTORY","Nermin ","ملغي لعدم وجود رد","960","50","1010","2024-09-22 11:10:33","2024-09-20 19:17:20",""
"Lvs24106","INVENTORY","Nermin ","ملغي نواقص مش عايزة البديل","220","50","270","2024-09-22 11:04:51","2024-09-20 19:17:20",""
"Lvs24101","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","470","50","520","2024-09-22 10:59:16","2024-09-20 19:17:20",""
"Lvs24212","INVENTORY","Randa","طلب العميلة بالالغاء","70","75","145","2024-09-22 10:51:29","2024-09-21 15:58:43",""
"Lvs24297","CUSTOMER_REQUEST","Noor","نواقص محتاجه نفس اللى فى الاوردر","822","50","872","2024-09-22 10:50:05","2024-09-22 10:49:47",""
"Lvs24278","CUSTOMER_REQUEST","Yara","طلب العميلة","1290","80","1370","2024-09-22 10:23:39","2024-09-22 10:11:29",""
"Lvs24131","INVENTORY","Nermin ","ملغي نواقص وهتبقي تعمل اوردر تاني","275","50","325","2024-09-22 09:59:31","2024-09-20 23:01:26",""
"Lvs24113","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","520","50","570","2024-09-22 09:29:49","2024-09-20 22:33:57",""
"Lvs24083","INVENTORY","Nermin ","ملغي مش عايزة اي بدايل","500","50","550","2024-09-22 09:16:38","2024-09-20 19:17:20",""
"Lvs24066","INVENTORY","Nermin ","ملغي نواقص هتعمل اوردر لما يتوفر","380","50","430","2024-09-22 09:14:36","2024-09-20 19:17:17",""
"Lvs24123","OTHER","Fatma","ملغي  طلبا غيره","325","50","375","2024-09-22 09:12:17","2024-09-20 22:33:57",""
"Lvs24224","CUSTOMER_REQUEST","Yara","طلب العميلة","600","50","650","2024-09-22 08:46:26","2024-09-21 17:52:53",""
"Lvs24259","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","150","50","200","2024-09-22 08:39:32","2024-09-22 10:11:26",""
"Lvs23988","CUSTOMER_REQUEST","Nermin ","ملغي نواقص برغبتها عايزة تلغي وتعمل واحد جديد","405","50","455","2024-09-22 08:21:45","2024-09-20 19:17:11",""
"Lvs24038","OTHER","Nermin ","ملغي لعدم وجود رد","620","50","670","2024-09-22 08:10:17","2024-09-20 19:17:17",""
"Lvs23620","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي","460","50","510","2024-09-21 14:53:25","2024-09-16 15:48:57",""
"Lvs23987","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","605","50","655","2024-09-21 13:33:02","2024-09-20 19:17:11",""
"Lvs24126","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","800","70","870","2024-09-21 12:51:37","2024-09-20 22:33:57",""
"Lvs23984","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","195","70","265","2024-09-21 11:44:25","2024-09-20 19:17:11",""
"Lvs24087","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","245","50","295","2024-09-21 11:37:36","2024-09-20 19:17:20",""
"Lvs24201","FAKE_ORDER","azab","test order","170","50","220","2024-09-21 11:34:55","2024-09-21 14:06:35",""
"Lvs23930","INVENTORY","Nermin ","ملغي نواقص هتعمل اوردر جديد لما تتوفر","600","80","680","2024-09-21 11:16:22","2024-09-19 10:09:41",""
"Lvs24003","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","280","50","330","2024-09-21 10:57:44","2024-09-20 19:17:11",""
"Lvs23862","INVENTORY","Nermin ","ملغي نواقص المقاس مش هيناسبها","960","50","1010","2024-09-21 10:55:53","2024-09-18 22:06:08",""
"Lvs24097","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","165","50","215","2024-09-21 09:38:31","2024-09-20 19:17:20",""
"Lvs23902","INVENTORY","Nermin ","ملغي مش عايزة بدايل","920","70","990","2024-09-21 09:23:53","2024-09-19 10:09:38",""
"Lvs24043","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","600","50","650","2024-09-21 08:58:42","2024-09-20 19:17:17",""
"Lvs24180","INVENTORY","Nermin ","ملغي نواقص مش عايزة المقاس التاني","300","50","350","2024-09-21 08:58:00","2024-09-21 11:23:30",""
"Lvs24031","INVENTORY","Nermin ","ملغي نواقص","130","50","180","2024-09-21 08:44:09","2024-09-20 19:17:17",""
"Lvs24032","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","480","50","530","2024-09-21 08:19:58","2024-09-20 19:17:17",""
"Lvs24055","CUSTOMER_REQUEST","Nermin ","ملغي نواقص قالتلي ان رجعت في كلامي","960","50","1010","2024-09-21 08:13:29","2024-09-20 19:17:17",""
"Lvs23907","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي نواقص هتعمل اوردر تاني لما تتوفر","430","80","510","2024-09-21 07:48:16","2024-09-19 10:09:38",""
"Lvs24076","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","632","50","682","2024-09-21 07:37:06","2024-09-20 19:17:17",""
"Lvs24054","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","600","50","650","2024-09-21 07:24:57","2024-09-20 19:17:17",""
"Lvs24006","BROUGHT_FROM_STORE","Nermin ","ملغي اشترت من الفرع","590","50","640","2024-09-21 07:00:35","2024-09-20 19:17:11",""
"Lvs24147","FAKE_ORDER","azab","تيست اوردر","280","0","280","2024-09-20 21:59:35","2024-09-21 00:52:48",""
"Lvs23886","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","226","50","276","2024-09-19 14:40:00","2024-09-18 22:06:08",""
"Lvs23972","INVENTORY","Nermin ","ملغي نواقص مش عايزة بدايل","960","75","1035","2024-09-19 14:37:38","2024-09-19 15:05:59",""
