"Order Number ","Reason"," Cancelled By ","Note ","Cancelled Date","Order Date",""
"Lvs16730","OTHER","Agamy","شيت","2024-07-31 09:52:59","2024-07-29T11:55:42+03:00",""
"Lvs16730","OTHER","Agamy","شيت","2024-07-31 09:52:58","2024-07-29T11:55:42+03:00",""
"Lvs14900","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-31 09:15:09","2024-07-16T14:57:57+03:00",""
"Lvs16885","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-31 09:12:17","2024-07-30T13:52:37+03:00",""
"Lvs16687","CUSTOMER_REQUEST","Noor","القطعة غير متاحة","2024-07-31 08:58:20","2024-07-28T22:42:23+03:00",""
"Lvs16979","CUSTOMER_REQUEST","Noor","القطعة غير متاحة","2024-07-31 08:49:04","2024-07-30T21:21:22+03:00",""
"Lvs16917","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-31 07:37:01","2024-07-30T16:05:38+03:00",""
"Lvs16705","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-31 07:06:00","2024-07-29T01:39:32+03:00",""
"Lvs16673","CUSTOMER_REQUEST","Yara","طلب العميلة","2024-07-31 06:43:26","2024-07-28T20:59:03+03:00",""
"Lvs16775","OTHER","Agamy","جروب","2024-07-30 14:41:46","2024-07-29T17:40:31+03:00",""
"Lvs16928","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-30 14:41:31","2024-07-30T16:29:27+03:00",""
"Lvs16656","OTHER","Agamy","sheet","2024-07-30 14:41:14","2024-07-28T18:44:04+03:00",""
"Lvs16923","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-30 14:23:12","2024-07-30T16:20:12+03:00",""
"Lvs16441","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:07:00","2024-07-27T02:33:24+03:00",""
"Lvs16291","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:06:43","2024-07-26T02:25:12+03:00",""
"Lvs16421","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:06:23","2024-07-27T00:38:53+03:00",""
"Lvs16346","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:05:34","2024-07-26T14:22:15+03:00",""
"Lvs15568","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:05:14","2024-07-20T19:47:11+03:00",""
"Lvs15411","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:04:59","2024-07-19T19:50:13+03:00",""
"Lvs15298","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:04:42","2024-07-18T21:10:49+03:00",""
"Lvs15729","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:04:22","2024-07-21T23:16:20+03:00",""
"Lvs15819","OTHER","Agamy","رقم اوردر جديد","2024-07-30 14:04:01","2024-07-22T15:58:55+03:00",""
"Lvs15819","CUSTOMER_REQUEST","Agamy","رقم اوردر جديد","2024-07-30 14:03:54","2024-07-22T15:58:55+03:00",""
"Lvs16548","OTHER","Agamy","رقم اوردر جديد","2024-07-30 13:05:16","2024-07-27T20:50:48+03:00",""
"Lvs16478","OTHER","Agamy","رقم اوردر جديد","2024-07-30 13:04:57","2024-07-27T14:34:40+03:00",""
"Lvs16450","OTHER","Agamy","رقم اوردر جديد","2024-07-30 13:04:35","2024-07-27T04:53:05+03:00",""
"Lvs16506","OTHER","Agamy","رقم اوردر جديد","2024-07-30 13:04:15","2024-07-27T16:55:11+03:00",""
"Lvs16790","CUSTOMER_REQUEST","Yara","طلب العميلة","2024-07-30 12:55:55","2024-07-29T19:21:50+03:00",""
"Lvs12891","OTHER","Agamy","ملغي","2024-07-30 11:46:25","2024-07-05T02:06:59+03:00",""
"Lvs16718","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 11:42:32","2024-07-29T05:31:28+03:00",""
"Lvs16639","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 10:32:59","2024-07-28T16:04:53+03:00",""
"Lvs16640","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 10:30:07","2024-07-28T16:06:49+03:00",""
"Lvs16829","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 10:26:36","2024-07-30T00:20:39+03:00",""
"Lvs16691","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 10:15:59","2024-07-28T23:21:58+03:00",""
"Lvs16668","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 10:08:50","2024-07-28T20:39:44+03:00",""
"Lvs16748","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 10:07:00","2024-07-29T14:19:15+03:00",""
"Lvs16645","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 10:05:18","2024-07-28T16:31:16+03:00",""
"Lvs16831","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 10:04:33","2024-07-30T00:31:42+03:00",""
"Lvs16813","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 10:03:03","2024-07-29T22:21:13+03:00",""
"Lvs16723","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 10:00:38","2024-07-29T10:57:33+03:00",""
"Lvs16565","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 09:53:40","2024-07-27T23:46:56+03:00",""
"Lvs16820","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 09:44:06","2024-07-29T23:30:32+03:00",""
"Lvs16714","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-30 09:39:40","2024-07-29T04:40:49+03:00",""
"Lvs16782","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 09:23:36","2024-07-29T18:24:49+03:00",""
"Lvs16540","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 09:17:54","2024-07-27T19:51:12+03:00",""
"Lvs16531","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-30 09:11:59","2024-07-27T19:00:56+03:00",""
"Lvs16488","INVENTORY","Nermin ","مش عايزة بدايل","2024-07-30 09:10:42","2024-07-27T15:24:30+03:00",""
"Lvs16582","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 08:46:40","2024-07-28T01:47:19+03:00",""
"Lvs16370","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-30 08:22:01","2024-07-26T17:39:33+03:00",""
"Lvs16670","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-30 08:19:34","2024-07-28T20:44:09+03:00",""
"Lvs15902","CUSTOMER_REQUEST","Noor","عدم الرد من العميلة","2024-07-30 05:53:34","2024-07-23T09:47:19+03:00",""
"Lvs16519","OTHER","Fatma","ملغي","2024-07-29 14:34:04","2024-07-27T18:14:04+03:00",""
"Lvs16436","OTHER","Fatma","ملغي","2024-07-29 14:31:04","2024-07-27T02:09:58+03:00",""
"Lvs16433","CUSTOMER_REQUEST","Noor","عدم الرد من العميلة","2024-07-29 14:14:17","2024-07-27T01:52:13+03:00",""
"Lvs16508","OTHER","Agamy","ملغي","2024-07-29 13:55:29","2024-07-27T17:00:09+03:00",""
"Lvs16013","OTHER","Fatma","ملغي","2024-07-29 13:29:44","2024-07-23T23:57:22+03:00",""
"Lvs16570","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 13:06:52","2024-07-28T00:47:29+03:00",""
"Lvs16578","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-29 12:29:19","2024-07-28T01:32:12+03:00",""
"Lvs16550","OTHER","Agamy","ملغي","2024-07-29 12:28:14","2024-07-27T21:07:57+03:00",""
"Lvs16588","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-29 12:24:09","2024-07-28T02:50:26+03:00",""
"Lvs16337","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-29 12:13:39","2024-07-26T13:17:47+03:00",""
"Lvs15903","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-29 12:13:31","2024-07-23T09:52:49+03:00",""
"Lvs14362","OTHER","Agamy","ملغي ف الشيت","2024-07-29 11:56:58","2024-07-13T17:19:24+03:00",""
"Lvs16392","CUSTOMER_REQUEST","Nermin ","ملغي لانه القطعة الاساسبة بالنسبالها في الاوردر","2024-07-29 11:48:56","2024-07-26T20:47:38+03:00",""
"Lvs16545","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 11:42:56","2024-07-27T20:19:43+03:00",""
"Lvs16566","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 11:28:11","2024-07-27T23:52:57+03:00",""
"Lvs16543","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 11:26:41","2024-07-27T20:03:34+03:00",""
"Lvs16448","OTHER","Agamy","ملغي ف الشيت","2024-07-29 11:25:25","2024-07-27T04:09:48+03:00",""
"Lvs15635","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة  اشترت من الفرع","2024-07-29 11:18:34","2024-07-21T07:39:23+03:00",""
"Lvs16557","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 11:03:28","2024-07-27T22:38:40+03:00",""
"Lvs16426","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-29 10:21:42","2024-07-27T01:14:27+03:00",""
"Lvs16394","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 10:18:45","2024-07-26T21:07:31+03:00",""
"Lvs16500","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-29 10:17:18","2024-07-27T16:34:50+03:00",""
"Lvs13601","OTHER","Fatma","ملغي","2024-07-29 10:16:05","2024-07-08T17:58:39+03:00",""
"Lvs16567","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 10:15:27","2024-07-28T00:14:38+03:00",""
"Lvs16393","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 10:09:49","2024-07-26T20:58:47+03:00",""
"Lvs16443","CUSTOMER_REQUEST","Noor","هتشترى من الفرع","2024-07-29 10:07:22","2024-07-27T02:53:18+03:00",""
"Lvs16447","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 10:00:06","2024-07-27T03:47:26+03:00",""
"Lvs16166","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 09:55:05","2024-07-25T13:15:49+03:00",""
"Lvs16403","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-29 09:54:03","2024-07-26T21:42:24+03:00",""
"Lvs16385","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-29 09:53:38","2024-07-26T19:48:58+03:00",""
"Lvs16365","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود رد","2024-07-29 09:48:54","2024-07-26T16:42:51+03:00",""
"Lvs16591","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-07-29 08:58:48","2024-07-28T03:17:52+03:00",""
"Lvs16348","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-29 08:02:14","2024-07-26T14:36:09+03:00",""
"Lvs16389","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-29 07:56:19","2024-07-26T20:22:41+03:00",""
"Lvs16298","OTHER","Fatma","ملغي","2024-07-28 15:00:21","2024-07-26T03:06:49+03:00",""
"Lvs16414","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 14:35:38","2024-07-26T23:09:53+03:00",""
"Lvs16529","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 14:33:50","2024-07-27T18:40:28+03:00",""
"Lvs15600","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-28 14:27:09","2024-07-20T23:08:02+03:00",""
"Lvs16520","OTHER","Fatma","ملغي","2024-07-28 14:15:14","2024-07-27T18:20:24+03:00",""
"Lvs16273","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-28 13:50:15","2024-07-26T01:09:08+03:00",""
"Lvs16297","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-28 13:47:25","2024-07-26T02:57:48+03:00",""
"Lvs16176","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-28 13:35:59","2024-07-25T14:09:17+03:00",""
"Lvs16367","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 13:05:00","2024-07-26T17:05:13+03:00",""
"Lvs16363","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-28 13:00:19","2024-07-26T16:15:47+03:00",""
"Lvs16354","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-28 12:54:24","2024-07-26T15:24:41+03:00",""
"Lvs16364","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 12:51:45","2024-07-26T16:39:35+03:00",""
"Lvs15603","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 12:36:49","2024-07-20T23:48:32+03:00",""
"Lvs16465","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-28 12:26:41","2024-07-27T13:29:30+03:00",""
"Lvs16316","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 12:15:17","2024-07-26T10:35:44+03:00",""
"Lvs15675","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-28 12:09:18","2024-07-21T16:41:54+03:00",""
"Lvs14516","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 12:07:25","2024-07-14T13:21:19+03:00",""
"Lvs16160","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-28 12:01:55","2024-07-25T11:44:28+03:00",""
"Lvs16380","OTHER","Fatma","16380","2024-07-28 12:01:19","2024-07-26T18:57:27+03:00",""
"Lvs16249","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود رد","2024-07-28 11:55:03","2024-07-25T22:39:26+03:00",""
"Lvs16216","INVENTORY","Nermin ","ملغي","2024-07-28 11:49:50","2024-07-25T19:44:32+03:00",""
"Lvs16060","OTHER","Nermin ","ملغي لعدم وجود رد","2024-07-28 11:32:56","2024-07-24T12:27:57+03:00",""
"Lvs16406","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-28 10:46:22","2024-07-26T21:59:47+03:00",""
"Lvs15988","OTHER","Agamy","sheet","2024-07-28 10:39:42","2024-07-23T20:32:27+03:00",""
"Lvs16299","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-28 10:38:30","2024-07-26T03:10:27+03:00",""
"Lvs16196","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 10:34:13","2024-07-25T16:34:56+03:00",""
"Lvs16526","CUSTOMER_REQUEST","Fatma","ملغي","2024-07-28 10:08:23","2024-07-27T18:30:59+03:00",""
"Lvs16479","OTHER","Fatma","ملغي","2024-07-28 10:05:36","2024-07-27T14:38:09+03:00",""
"Lvs16210","CUSTOMER_REQUEST","Noor","هتشترى من الفرع","2024-07-28 10:02:48","2024-07-25T19:13:59+03:00",""
"Lvs15604","INVENTORY","Nermin ","ملغي","2024-07-28 10:00:18","2024-07-21T00:01:41+03:00",""
"Lvs16228","CUSTOMER_REQUEST","Noor","16228","2024-07-28 09:54:56","2024-07-25T21:04:52+03:00",""
"Lvs16350","CUSTOMER_REQUEST","Fatma","ملغي","2024-07-28 09:50:29","2024-07-26T15:04:55+03:00",""
"Lvs16232","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-28 08:56:35","2024-07-25T21:17:57+03:00",""
"Lvs16245","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-28 08:51:35","2024-07-25T22:19:42+03:00",""
"Lvs16250","INVENTORY","Nermin ","ملغي","2024-07-28 08:39:03","2024-07-25T22:50:12+03:00",""
"Lvs16251","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 08:35:23","2024-07-25T23:00:45+03:00",""
"Lvs16227","INVENTORY","Nermin ","مش عايزة بديل","2024-07-28 08:31:29","2024-07-25T21:04:48+03:00",""
"Lvs16224","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-28 08:28:31","2024-07-25T20:34:08+03:00",""
"Lvs16463","INVENTORY","Nermin ","ملغي","2024-07-28 08:27:41","2024-07-27T12:36:46+03:00",""
"Lvs15359","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-27 14:34:22","2024-07-19T12:47:28+03:00",""
"Lvs15930","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود رد","2024-07-27 14:25:24","2024-07-23T13:52:38+03:00",""
"Lvs16150","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود رد","2024-07-27 14:23:04","2024-07-25T06:53:58+03:00",""
"Lvs14918","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-27 14:04:45","2024-07-16T16:37:33+03:00",""
"Lvs15147","OTHER","Agamy","sheet","2024-07-27 13:32:04","2024-07-17T21:03:52+03:00",""
"Lvs16319","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-27 13:10:30","2024-07-26T10:41:42+03:00",""
"Lvs15613","OTHER","Fatma","ملغي","2024-07-27 13:02:01","2024-07-21T01:48:12+03:00",""
"Lvs15116","CUSTOMER_REQUEST","Noor","اشترت من الفرع","2024-07-27 13:00:43","2024-07-17T16:43:07+03:00",""
"Lvs16169","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-27 13:00:17","2024-07-25T13:25:06+03:00",""
"Lvs16015","INVENTORY","Nermin ","ملغي","2024-07-27 12:41:59","2024-07-24T00:15:18+03:00",""
"Lvs15688","OTHER","Nermin ","طلبت اننا نلغيه لانها مسافرة","2024-07-27 12:37:50","2024-07-21T17:55:07+03:00",""
"Lvs15924","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-27 12:30:16","2024-07-23T12:50:49+03:00",""
"Lvs15944","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-27 12:20:44","2024-07-23T15:35:56+03:00",""
"Lvs15968","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-27 12:15:06","2024-07-23T18:22:08+03:00",""
"Lvs16144","OTHER","Fatma","ملغي","2024-07-27 12:09:20","2024-07-25T03:14:57+03:00",""
"Lvs15813","CUSTOMER_REQUEST","Noor","العميلة مش بترد","2024-07-27 12:03:02","2024-07-22T15:41:31+03:00",""
"Lvs16154","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-27 12:00:48","2024-07-25T09:16:12+03:00",""
"Lvs15686","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-27 11:37:29","2024-07-21T17:52:35+03:00",""
"Lvs16135","BROUGHT_FROM_STORE","Nermin ","هتشتري من الفرع","2024-07-27 11:23:32","2024-07-25T01:30:00+03:00",""
"Lvs16095","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-27 11:11:03","2024-07-24T17:45:13+03:00",""
"Lvs15353","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-27 10:58:37","2024-07-19T11:13:23+03:00",""
"Lvs15877","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-27 10:46:30","2024-07-23T01:57:33+03:00",""
"Lvs13867","CUSTOMER_REQUEST","Samar","العميله طلبت الغاء الاوردر","2024-07-27 10:32:49","2024-07-10T11:31:15+03:00",""
"Lvs16156","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-27 09:41:55","2024-07-25T10:37:36+03:00",""
"Lvs16317","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-07-27 09:32:26","2024-07-26T10:37:14+03:00",""
"Lvs15623","INVENTORY","Nermin ","هتشتري من الفرع","2024-07-27 07:45:47","2024-07-21T03:14:39+03:00",""
"Lvs15130","CUSTOMER_REQUEST","Fatma","ملغي","2024-07-27 07:26:27","2024-07-17T18:07:58+03:00",""
"Lvs15728","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-25 14:51:27","2024-07-21T23:00:00+03:00",""
"Lvs15898","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-25 14:49:04","2024-07-23T07:01:04+03:00",""
"Lvs15467","INVENTORY","Randa","طلب العميلة بالالغاء","2024-07-25 14:23:58","2024-07-20T04:21:27+03:00",""
"Lvs16079","BROUGHT_FROM_STORE","Samar","العميله طلب الالغاء","2024-07-25 13:55:31","2024-07-24T15:36:19+03:00",""
"Lvs16100","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","2024-07-25 13:37:01","2024-07-24T19:11:40+03:00",""
"Lvs15601","INVENTORY","Nermin ","ملغي","2024-07-25 13:29:38","2024-07-20T23:22:03+03:00",""
"Lvs14702","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-25 13:25:30","2024-07-15T13:28:19+03:00",""
"Lvs16101","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","2024-07-25 13:23:50","2024-07-24T19:22:35+03:00",""
"Lvs16104","INVENTORY","Randa","طلب العميلة بالالغاء","2024-07-25 13:22:24","2024-07-24T20:42:16+03:00",""
"Lvs16084","INVENTORY","Samar","العميله طلب الالغاء","2024-07-25 12:59:58","2024-07-24T16:07:55+03:00",""
"Lvs15887","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-25 12:55:07","2024-07-23T03:12:33+03:00",""
"Lvs15676","INVENTORY","Randa","طلب العميلة بالالغاء","2024-07-25 12:54:34","2024-07-21T16:44:04+03:00",""
"Lvs15602","CUSTOMER_REQUEST","Nermin ","مش عايزة بدايل","2024-07-25 12:48:41","2024-07-20T23:41:53+03:00",""
"Lvs16103","INVENTORY","Randa","طلب العميلة بالالغاء","2024-07-25 12:46:04","2024-07-24T20:11:45+03:00",""
"Lvs16064","CUSTOMER_REQUEST","Samar","العميله طلب الالغاء","2024-07-25 12:36:32","2024-07-24T13:10:57+03:00",""
"Lvs16082","INVENTORY","Randa","طلب العميلة بالالغاء","2024-07-25 12:02:16","2024-07-24T15:43:29+03:00",""
"Lvs16121","INVENTORY","Randa","طلب العميلة بالالغاء","2024-07-25 12:00:32","2024-07-24T23:12:06+03:00",""
"Lvs16047","INVENTORY","Randa","طلب العميلة بالالغاء","2024-07-25 11:58:29","2024-07-24T10:32:15+03:00",""
"Lvs15561","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-25 11:54:13","2024-07-20T19:28:49+03:00",""
"Lvs15553","CUSTOMER_REQUEST","Noor","القطعة غير متوفرة","2024-07-25 11:42:11","2024-07-20T18:55:06+03:00",""
"Lvs15386","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-25 11:39:54","2024-07-19T15:55:49+03:00",""
"Lvs16028","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي","2024-07-25 11:12:30","2024-07-24T02:20:29+03:00",""
"Lvs15357","CUSTOMER_REQUEST","Noor","هتشترى من الفرع","2024-07-25 11:00:40","2024-07-19T12:08:12+03:00",""
"Lvs15356","CUSTOMER_REQUEST","Noor","القطعة غير متوفرة","2024-07-25 10:57:47","2024-07-19T11:49:58+03:00",""
"Lvs16018","INVENTORY","Nermin ","ملغي","2024-07-25 10:48:10","2024-07-24T00:22:49+03:00",""
"Lvs15586","INVENTORY","Nermin ","ملغي","2024-07-25 10:42:29","2024-07-20T21:41:16+03:00",""
"Lvs15581","INVENTORY","Nermin ","ملغي","2024-07-25 10:42:02","2024-07-20T21:03:50+03:00",""
"Lvs15578","INVENTORY","Nermin ","ملغي","2024-07-25 10:33:10","2024-07-20T20:45:32+03:00",""
"Lvs15897","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-25 10:24:46","2024-07-23T06:55:59+03:00",""
"Lvs16003","BROUGHT_FROM_STORE","Nermin ","اشترت من الفرع","2024-07-25 10:20:43","2024-07-23T22:41:56+03:00",""
"Lvs15915","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-25 10:12:21","2024-07-23T11:40:58+03:00",""
"Lvs15537","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-25 10:08:54","2024-07-20T17:21:04+03:00",""
"Lvs15538","CUSTOMER_REQUEST","Noor","هتشترى من الفرع","2024-07-25 10:04:09","2024-07-20T17:23:16+03:00",""
"Lvs16035","OTHER","Agamy","sheet","2024-07-25 09:20:40","2024-07-24T03:40:44+03:00",""
"Lvs15823","CUSTOMER_REQUEST","Noor","هتشترى من الفرع","2024-07-25 08:55:59","2024-07-22T16:21:42+03:00",""
"Lvs15761","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-25 08:37:27","2024-07-22T02:02:00+03:00",""
"Lvs15145","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-25 07:46:02","2024-07-17T20:54:53+03:00",""
"Lvs15206","OTHER","Agamy","sheet","2024-07-24 15:04:19","2024-07-18T10:24:23+03:00",""
"Lvs15461","OTHER","Agamy","sheet","2024-07-24 14:39:53","2024-07-20T03:22:44+03:00",""
"Lvs15798","OTHER","Agamy","sheet","2024-07-24 14:02:57","2024-07-22T13:42:59+03:00",""
"Lvs15622","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 14:01:42","2024-07-21T02:58:30+03:00",""
"Lvs15883","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 13:51:24","2024-07-23T02:49:26+03:00",""
"Lvs15996","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-07-24 13:50:05","2024-07-23T21:54:24+03:00",""
"Lvs15818","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-07-24 13:28:31","2024-07-22T15:56:09+03:00",""
"Lvs16022","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 13:17:59","2024-07-24T00:45:51+03:00",""
"Lvs15845","CUSTOMER_REQUEST","Nermin ","ملغي لعدم وجود رد","2024-07-24 13:11:14","2024-07-22T20:56:22+03:00",""
"Lvs16038","OTHER","Agamy","sheet","2024-07-24 13:04:04","2024-07-24T04:59:21+03:00",""
"Lvs15975","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 12:59:45","2024-07-23T18:59:17+03:00",""
"Lvs16000","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 12:49:16","2024-07-23T22:26:09+03:00",""
"Lvs15712","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 12:49:06","2024-07-21T21:07:05+03:00",""
"Lvs15119","CUSTOMER_REQUEST","Noor","15119","2024-07-24 12:29:28","2024-07-17T16:49:02+03:00",""
"Lvs15916","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 12:24:33","2024-07-23T12:15:33+03:00",""
"Lvs15135","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 12:21:45","2024-07-17T19:34:12+03:00",""
"Lvs15976","CUSTOMER_REQUEST","Nermin ","ملغي","2024-07-24 12:19:33","2024-07-23T19:01:01+03:00",""
"Lvs16043","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 12:18:01","2024-07-24T08:19:05+03:00",""
"Lvs15948","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 12:16:37","2024-07-23T16:08:44+03:00",""
"Lvs15987","CUSTOMER_REQUEST","Yara","طلب العميلة","2024-07-24 12:11:06","2024-07-23T20:25:08+03:00",""
"Lvs15129","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 12:09:01","2024-07-17T18:06:01+03:00",""
"Lvs15178","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-07-24 11:59:55","2024-07-18T01:20:29+03:00",""
"Lvs15940","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 11:55:48","2024-07-23T14:27:18+03:00",""
"Lvs15939","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-07-24 11:53:41","2024-07-23T14:13:55+03:00",""
